Nombre Entidad,Nit Entidad,Departamento,Ciudad,Localización,Orden,Sector,Rama,Entidad Centralizada,Proceso de Compra,ID Contrato,Referencia del Contrato,Estado Contrato,Codigo de Categoria Principal,Descripcion del Proceso,Tipo de Contrato,Modalidad de Contratacion,Justificacion Modalidad de Contratacion,Fecha de Firma,Fecha de Inicio del Contrato,Fecha de Fin del Contrato,Fecha de Inicio de Ejecucion,Fecha de Fin de Ejecucion,Condiciones de Entrega,TipoDocProveedor,Documento Proveedor,Proveedor Adjudicado,Es Grupo,Es Pyme,Habilita Pago Adelantado,Liquidación,Obligación Ambiental,Obligaciones Postconsumo,Reversion,Valor del Contrato,Valor de pago adelantado,Valor Facturado,Valor Pendiente de Pago,Valor Pagado,Valor Amortizado,Valor Pendiente de Amortizacion,Valor Pendiente de Ejecucion,Estado BPIN,Código BPIN,Anno BPIN,Saldo CDP,Saldo Vigencia,EsPostConflicto,URLProceso,Destino Gasto,Origen de los Recursos,Dias Adicionados,Puntos del Acuerdo,Pilares del Acuerdo,Nombre Representante Legal,Nacionalidad Representante Legal,Tipo de Identificación Representante Legal,Identificación Representante Legal,Género Representante Legal,Presupuesto General de la Nacion – PGN,Sistema General de Participaciones,Sistema General de Regalías,"Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)",Recursos de Credito,Recursos Propios,Ultima Actualizacion,Codigo Entidad,Fecha Inicio Liquidacion,Fecha Fin Liquidacion,Codigo Proveedor,Objeto del Contrato
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,"860,061,099",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Cultura,Ejecutivo,Descentralizada,CO1.BDOS.4335909,CO1.PCCNTR.4899459,IDRD-CTO-2158-2023,Activo,V1.80111620,PRESTAR SERVICIOS DE APOYO COMO PARAMÉDICO PARA BRINDAR ATENCIÓN DE PRIMEROS AUXILIOS EN LAS CAMINATAS CAMPAMENTOS Y LAS ACTIVIDADES REALIZADAS POR EL IDRD,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,11/25/2023,,,A convenir,Cédula de Ciudadanía,1026588347,claudia andrea saenz martinez,No,No,No,No,No,No,No,"18,347,000",0,0,"18,347,000",0,0,0,"18,347,000",Válido,No Definido,N/D,"18,347,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4338643&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,claudia saenz,colombiana,Sin Descripcion,1026588347,No Definido,0,0,0,"18,347,000",0,0,04/28/2023 12:00:00 AM,701925125,,,710306283,PRESTAR SERVICIOS DE APOYO COMO PARAMÉDICO PARA BRINDAR ATENCIÓN DE PRIMEROS AUXILIOS EN LAS CAMINATAS CAMPAMENTOS Y LAS ACTIVIDADES REALIZADAS POR EL IDRD
MUNICIPIO DE GALAPA,"890,102,472",Atlántico,Galapa,"Colombia,  Atlántico ,  Galapa",Territorial,No aplica/No pertenece,Ejecutivo,Descentralizada,CO1.BDOS.4159054,CO1.PCCNTR.4900912,LP-002-2023,Activo,V1.90141700,PRESTACIÓN DE SERVICIOS PARA LA OPERACIÓN LOGÍSTICA EN LOS DIFERENTES EVENTOS YO ACTIVIDADES QUE REALICE EL MUNICIPIO DE GALAPA,Prestación de servicios,Licitación pública,Ley 1150 de 2007,04/28/2023,,12/31/2023,,,No Definido,No Definido,900388138,FUNDACION 2030,No,No,No,Si,No,No,No,"504,000,000",0,0,"504,000,000",0,0,0,"504,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4251213&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,CILIA ESTER MARTINEZ ESCOBAR,COLOMBIANO,Cédula de Ciudadanía,49763354,Mujer,0,"185,155,389",0,"318,844,611",0,0,04/28/2023 12:00:00 AM,703070920,2024-01-01 05:01:00,2024-05-01 04:59:00,711400390,PRESTACIÓN DE SERVICIOS PARA LA OPERACIÓN LOGÍSTICA EN LOS DIFERENTES EVENTOS YO ACTIVIDADES QUE REALICE EL MUNICIPIO DE GALAPA
GOBIERNO DEPARTAMENTAL DEL TOLIMA,"8,001,136,727",Tolima,No Definido,"Colombia,  Tolima",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4345664,CO1.PCCNTR.4907467,1415 DEL 26 DE ABRIL DE 2023,Activo,V1.80111701,PRESTAR POR SUS PROPIOS MEDIOS Y CON PLENA AUTONOMIA LOS SERVICIOS DE UN PROFESIONAL ODONTOLOGO PARA APOYAR ACTIVIDADES DE ACOMPAÑAMIENTO EN LA PLANEACIÓN TERRITORIAL DE LOS MUNICIPIOS DEL DEPARTAMENTO DE LA DIRECCIÓN DE SALUD PÚBLICA DE LA GOBERNACIÓN DEL TOLIMA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,11/23/2023,,,A convenir,Cédula de Ciudadanía,38258824,LUZ MELIDA GOMEZ BONILLA,No,No,No,No,No,No,No,"28,000,000",0,0,"28,000,000",0,0,0,"28,000,000",Válido,No Definido,N/D,"28,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349708&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,LUZ MELIGA GOMEZ BONILLA,COLOMBIANA,Cédula de Ciudadanía,38258824,Mujer,0,0,0,"28,000,000",0,0,04/28/2023 12:00:00 AM,702192410,,,719540627,PRESTAR POR SUS PROPIOS MEDIOS Y CON PLENA AUTONOMIA LOS SERVICIOS DE UN PROFESIONAL ODONTOLOGO PARA APOYAR ACTIVIDADES DE ACOMPAÑAMIENTO EN LA PLANEACIÓN TERRITORIAL DE LOS MUNICIPIOS DEL DEPARTAMENTO DE LA DIRECCIÓN DE SALUD PÚBLICA DE LA GOBERNACIÓN DEL TOLIMA
GOBERNACION DEL VALLE DEL CAUCA  SECRETARIA DE EDUCACION,"890,399,029",Valle del Cauca,Cali,"Colombia,  Valle del Cauca ,  Cali",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4350598,CO1.PCCNTR.4911542,1.210.30-12.14-0461,Activo,V1.80111600,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO PROFESIONAL EN EL MARCO DEL PROYECTO DENOMINADO CONTRIBUCIÓN A LA ESTRATEGIA DE EDUCACIÓN INCLUSIVA EN LAS 149 INSTITUCIONES EDUCATIVAS OFICIALES DEL VALLE DEL CAUCA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,09/29/2023,,,Como acordado previamente,Cédula de Ciudadanía,1112101574,CRHISTHOPHER MARULANDA OCAMPO,No,No,No,No,No,No,No,"19,250,000",0,0,"19,250,000",0,0,0,"19,250,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353987&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,CRHISTHOPHER MARULANDA OCMAPO,COLOMBIANO,Cédula de Ciudadanía,1112101574,Hombre,0,"19,250,000",0,0,0,0,04/28/2023 12:00:00 AM,709360457,,,714505179,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO PROFESIONAL EN EL MARCO DEL PROYECTO DENOMINADO CONTRIBUCIÓN A LA ESTRATEGIA DE EDUCACIÓN INCLUSIVA EN LAS 149 INSTITUCIONES EDUCATIVAS OFICIALES DEL VALLE DEL CAUCA
INSTITUTO NACIONAL DE VIAS,"800,215,807",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Transporte,Ejecutivo,Centralizada,CO1.BDOS.4347756,CO1.PCCNTR.4910657,1238 DE 2023,Activo,V1.80111605,PRESTAR SERVICIOS PROFESIONALES PARA LA GESTIÓN DEL GRUPO DE PRESUPUESTO E INGRESOS DE LA SUBDIRECCIÓN FINANCIERA PARA ATENDER ASUNTOS DE CARÁCTER FINANCIERO DE LOS PROGRAMAS PROYECTOS CONTRATOS YO CONVENIOS A CARGO DEL INVIAS,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/31/2023,,,Como acordado previamente,Cédula de Ciudadanía,80854961,Alvaro Giraldo Maldonado,No,No,No,No,No,No,No,"66,768,000",0,0,"66,768,000",0,0,0,"66,768,000",Válido,No Definido,N/D,"2,097,880,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353342&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,Alvaro Giraldo Maldonado,Colombiano,Sin Descripcion,80854961,No Definido,0,0,0,0,0,"66,768,000",04/28/2023 12:00:00 AM,700676059,,,708043211,PRESTAR SERVICIOS PROFESIONALES PARA LA GESTIÓN DEL GRUPO DE PRESUPUESTO EINGRESOS DE LA SUBDIRECCIÓN FINANCIERA PARA ATENDER ASUNTOS DE CARÁCTER FINANCIERO DELOS PROGRAMAS PROYECTOS CONTRATOS YO CONVENIOS A CARGO DEL INVIAS
ICBF REGIONAL CHOCO,"899,999,239",Chocó,No Definido,"Colombia,  Chocó",Nacional,Salud y Protección Social,Ejecutivo,Centralizada,CO1.BDOS.4351180,CO1.PCCNTR.4912179,27001852023,En ejecución,V1.93141500,BRINDAR ATENCIÓN ESPECIALIZADA A LOS ADOLESCENTES Y JÓVENES EN CONFLICTO CON LA LEY PENAL QUE INGRESAN POR APREHENSIÓN EN FLAGRANCIA O POR MATERIALIZACIÓN DE ORDEN DE APREHENSIÓN EMITIDA POR AUTORIDAD JUDICIAL EN LA MODALIDAD CENTRO TRANSITORIO CONFORME A LAS DISPOSICIONES LEGALES Y LINEAMIENTOS TÉC,Otro,Contratación régimen especial,Regla aplicable,04/28/2023,05/01/2023,07/14/2023,,,Como acordado previamente,No Definido,900001876,FUNDACION FEI FAMILIA ENTORNO INDIVIDUO,No,Si,No,No,No,No,No,"12,743,525",0,0,"12,743,525",0,0,0,"12,743,525",Válido,No Definido,N/D,"12,743,525",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4355187&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,JEISSON PAUL CARDONA GARCIA,COLOMBIANO,Sin Descripcion,93393509,No Definido,"12,743,525",0,0,0,0,0,04/29/2023 12:00:00 AM,704142603,,,702081050,BRINDAR ATENCIÓN ESPECIALIZADA A LOS ADOLESCENTES Y JÓVENES EN CONFLICTO CON LA LEY PENAL QUE INGRESAN POR APREHENSIÓN EN FLAGRANCIA O POR MATERIALIZACIÓN DE ORDEN DE APREHENSIÓN EMITIDA POR AUTORIDAD JUDICIAL EN LA MODALIDAD CENTRO TRANSITORIO CONFORME A LAS DISPOSICIONES LEGALES Y LINEAMIENTOS TÉCNICOS VIGENTES
EMPRESA PARA EL DESARROLLO TERRITORIAL DE EL BAGRE,"901,526,561",Antioquia,El Bagre,"Colombia,  Antioquia ,  El Bagre",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4305321,CO1.PCCNTR.4912017,024-2023,Activo,V1.72153100,MEJORAMIENTO Y ADECUACIÓN PARA LA RECUPERACIÓN URBANÍSTICA DEL PARQUE UBICADO EN EL BARRIO LA FLORESTA ZONA URBANA DEL MUNICIPIO DE EL BAGREANTIOQUIA,DecreeLaw092/2017,Contratación régimen especial,Decree092/2017,04/28/2023,,05/01/2023,,,Como acordado previamente,No Definido,901658231,SELAX CIVIL SAS,No,No,No,No,No,No,No,"443,899,199",0,0,"443,899,199",0,0,0,"443,899,199",Válido,No Definido,N/D,"443,899,200",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4311537&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,Domingo Andres Buelvas Mercado,Colombiana,Cédula de Ciudadanía,1066752009,Hombre,0,0,0,0,0,"443,899,200",04/28/2023 12:00:00 AM,715537635,,,721732980,MEJORAMIENTO Y ADECUACIÓN PARA LA RECUPERACIÓN URBANÍSTICA DEL PARQUE UBICADO EN EL BARRIO LA FLORESTA ZONA URBANA DEL MUNICIPIO DE EL BAGREANTIOQUIA
ALCALDIA DISTRITAL BARRANCABERMEJA,"890,201,900",Santander,No Definido,"Colombia,  Santander",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4352233,CO1.PCCNTR.4912710,CONTRATO 1554-23,Activo,V1.80161504,PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN EN DESARROLLO DEL PROYECTO FORTALECIMIENTO AL FUNCIONAMIENTO DEL SISBEN EN EL DISTRITO DE BARRANCABERMEJA SANTANDER,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/28/2023,,,No Definido,Cédula de Ciudadanía,1096204621,JENNIFER LORENZA GUTIÉRREZ HERNÁNDEZ,No,No,No,No,No,No,No,"10,800,000",0,0,"10,800,000",0,0,0,"10,800,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4356001&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,JENNIFER LORENZA GUTIÉRREZ HERNÁNDEZ,COLOMBIANA,Cédula de Ciudadanía,1096204621,Mujer,0,0,0,"10,800,000",0,0,04/28/2023 12:00:00 AM,702270372,,,714985322,PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN EN DESARROLLO DEL PROYECTO FORTALECIMIENTO AL FUNCIONAMIENTO DEL SISBEN EN EL DISTRITO DE BARRANCABERMEJA SANTANDER
ALCALDIA DISTRITAL BARRANCABERMEJA,"890,201,900",Santander,No Definido,"Colombia,  Santander",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4352273,CO1.PCCNTR.4912648,CONTRATO 1555-23,Activo,V1.94101606,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ABOGADO ESPECIALISTA EN DESARROLLO DEL PROYECTO FORTALECIMIENTO EN EL DESARROLLO DE LOS PROCESOS INTERNOS DE LA SECRETARÍA DE PLANEACIÓN DISTRITAL EN BARRANCABERMEJA SANTANDER,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/28/2023,,,No Definido,Cédula de Ciudadanía,91512978,RAFAEL EDUARDO PINILLA VASQUEZ,No,No,No,No,No,No,No,"27,000,000",0,0,"27,000,000",0,0,0,"27,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4356113&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,RAFAEL EDUARDO PINILLA VASQUEZ,colombiano,Cédula de Ciudadanía,91512978,Hombre,0,0,0,"27,000,000",0,0,04/28/2023 12:00:00 AM,702270372,,,721739027,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO ABOGADO ESPECIALISTA EN DESARROLLO DEL PROYECTO FORTALECIMIENTO EN EL DESARROLLO DE LOS PROCESOS INTERNOS DE LA SECRETARÍA DE PLANEACIÓN DISTRITAL EN BARRANCABERMEJA SANTANDER
ESE HOSPITAL INTEGRADO SAN BERNARDO DE BARBOSA,"890,205,456",Santander,Barbosa,"Colombia,  Santander ,  Barbosa",Territorial,No aplica/No pertenece,Corporación Autónoma,Descentralizada,CO1.BDOS.4350971,CO1.PCCNTR.4911590,CO1.PCCNTR.4911590,En ejecución,V1.85101600,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO AUXILIAR EN ENFERMERÍA DEL PLAN DE SALUD DE INTERVENCIONES COLECTIVAS PIC 2023 DE LA ESE HOSPITAL INTEGRADO SAN BERNARDO DE BARBOSA SANTANDER,Prestación de servicios,Contratación régimen especial,Regla aplicable,04/28/2023,04/28/2023,12/22/2023,,,No Definido,Cédula de Ciudadanía,23637802,EMA LEONOR BLANCO,No,No,No,Si,No,No,No,"13,708,400",0,0,"13,708,400",0,0,0,"13,708,400",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4354456&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,EMA LEONOR BLANCO,COLOMBIANA,Cédula de Ciudadanía,23637802,Mujer,0,0,0,"13,708,400",0,0,04/28/2023 12:00:00 AM,704331107,2023-12-23 17:00:00,2024-04-22 04:59:00,721735298,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO AUXILIAR EN ENFERMERÍA DEL PLAN DE SALUD DE INTERVENCIONES COLECTIVAS PIC 2023 DE LA ESE HOSPITAL INTEGRADO SAN BERNARDO DE BARBOSA SANTANDER
REGION ADMINISTRATIVA Y DE PLANEACION ESPECIAL  RAPE REGION CENTRAL,"900,788,066",Distrito Capital de Bogotá,No Definido,"Colombia, Bogotá, Bogotá",Territorial,Planeación,Corporación Autónoma,Descentralizada,CO1.BDOS.4349766,CO1.PCCNTR.4912069,CD-NPO-62-2023,Activo,V1.43231600,Suscripción y mantenimiento del Portal TNS Oficial para los módulos Contabilidad Tesorería Presupuesto Almacén Activos Fijos Nómina Contratos para la Región Central,Otro,Contratación Directa (con ofertas),No existe pluralidad de oferentes en el mercado,04/28/2023,,10/30/2023,,,Como acordado previamente,No Definido,800182856,TNS SAS,No,Si,No,No,No,No,No,"8,370,000",0,0,"8,370,000",0,0,0,"8,370,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353645&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Recursos Propios,0,No aplica,No aplica,Maribel Cárdenas López,Colombiana,Sin Descripcion,60314227,No Definido,0,0,0,0,0,"8,370,000",04/28/2023 12:00:00 AM,703995761,,,706311743,Suscripción y mantenimiento del Portal TNS Oficial para los módulos Contabilidad Tesorería Presupuesto Almacén Activos Fijos Nómina Contratos para la Región Central
ALCALDÍA MUNICIPIO DE PALMIRA,"891,380,007",Valle del Cauca,Palmira,"Colombia,  Valle del Cauca ,  Palmira",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4349070,CO1.PCCNTR.4910791,MP-1172-2023,Activo,V1.80111600,PRESTAR LOS SERVICIOS PROFESIONALES ESPECIALIZADOS COMO ABOGADO EN EL MARCO DE LA EJECUCIÓN DEL PROYECTO No 2100020 DENOMINADO ASISTENCIA PARA LA GESTIÓN DE LA PLATAFORMA TRANSACCIONAL DEL SECOP II EN EL MUNICIPIO DE PALMIRA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/31/2023,,,A convenir,Cédula de Ciudadanía,1144162531,OSIRIS GAVIRIA,No,No,No,No,No,No,No,"24,000,000",0,0,"24,000,000",0,0,0,"24,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353844&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,OSIRIS GAVIRIA NARANJO,COLOMBIANA,Sin Descripcion,1144162531,No Definido,0,0,0,"24,000,000",0,0,04/28/2023 12:00:00 AM,700088016,,,702551037,PRESTAR LOS SERVICIOS PROFESIONALES ESPECIALIZADOS COMO ABOGADO EN EL MARCO DE LA EJECUCIÓN DEL PROYECTO No 2100020 DENOMINADO ASISTENCIA PARA LA GESTIÓN DE LA PLATAFORMA TRANSACCIONAL DEL SECOP II EN EL MUNICIPIO DE PALMIRA
HOSPITAL SAN JUAN DE DIOS DE HONDA ESE,"890,700,666",Tolima,Honda,"Colombia,  Tolima ,  Honda",Territorial,Salud y Protección Social,Corporación Autónoma,Descentralizada,CO1.BDOS.4351837,CO1.PCCNTR.4912340,000374-2023,Activo,V1.43221704,ADQUISICIÓN ADECUACIÓN E INSTALACIÓN DE LA RED DE RADIOCOMUNICACIONES DEL HOSPITAL SAN JUAN DE DIOS DE HONDA ESE,Suministros,Contratación régimen especial,Regla aplicable,04/28/2023,,05/30/2023,,,A convenir,Cédula de Ciudadanía,28689187,GTH,No,Si,No,Si,No,No,No,"49,088,000",0,0,"49,088,000",0,0,0,"49,088,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4355376&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,LUZ DARY CANO CABEZAS,COLOMBIANA,Cédula de Ciudadanía,28689187,Mujer,0,"49,088,000",0,0,0,0,04/28/2023 12:00:00 AM,703294033,2023-05-31 17:00:00,2023-09-30 17:00:00,718860984,ADQUISICIÓN ADECUACIÓN E INSTALACIÓN DE LA RED DE RADIOCOMUNICACIONES DEL HOSPITAL SAN JUAN DE DIOS DE HONDA ESE
institución universitaria pascual bravo21,"890,980,153",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4349317,CO1.PCCNTR.4909985,PS-1870 DE 2023,Activo,V1.80111600,Prestación de servicios profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,11814404,lorenzo portocarrero cordoba,No,No,No,No,No,No,No,"29,958,984",0,0,"29,958,984",0,0,0,"29,958,984",Válido,No Definido,N/D,"2,887,360,796",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352632&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,lorenzo portocarrero cordoba,colombia,Cédula de Ciudadanía,11814404,Hombre,0,0,0,"29,958,984",0,0,04/28/2023 12:00:00 AM,712721034,,,714639838,Prestación de servicios profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de 2023 celebrado entre el DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN  SECRETARÍA DE CULTURA CIUDADANA y la Institución Universitaria Pascual Bravo
institución universitaria pascual bravo21,"890,980,153",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4350137,CO1.PCCNTR.4910693,PS-1923 DE 2023,Activo,V1.80111600,Prestación de servicios profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,1007335496,Alejandra Quintero Ramírez,No,No,No,No,No,No,No,"24,341,676",0,0,"24,341,676",0,0,0,"24,341,676",Válido,No Definido,N/D,"2,887,360,796",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353650&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,Alejandra Quintero Ramírez,Colombiana,Cédula de Ciudadanía,1007335496,Mujer,0,0,0,"24,341,676",0,0,04/28/2023 12:00:00 AM,712721034,,,716288386,Prestación de servicios profesionales como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de 2023 celebrado entre el DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN  SECRETARÍA DE CULTURA CIUDADANA y la Institución Universitaria Pascual Bravo
institución universitaria pascual bravo21,"890,980,153",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4351028,CO1.PCCNTR.4911639,PS-1992 DE 2023,Activo,V1.80111600,Prestación de servicios de apoyo a la gestión como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 46000,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,1234991493,JUAN JOSE CADAVID MONTOYA,No,No,No,No,No,No,No,"14,979,488",0,0,"14,979,488",0,0,0,"14,979,488",Válido,No Definido,N/D,"2,887,360,796",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4354288&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,JUAN JOSE CADAVID MONTOYA,COLOMBIANO,Cédula de Ciudadanía,1234991493,Hombre,0,0,0,"14,979,488",0,0,04/28/2023 12:00:00 AM,712721034,,,719502221,Prestación de servicios de apoyo a la gestión como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de 2023 celebrado entre el DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN  SECRETARÍA DE CULTURA CIUDADANA y la Institución Universitaria Pascual Bravo
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE,"899,999,027",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Información Estadística,Ejecutivo,Centralizada,CO1.BDOS.4341644,CO1.PCCNTR.4911230,CO1.PCCNTR.4911230,Activo,V1.80111500,TEPRECIOS2023IPPCUAPrestación de servicios profesionales para participar en elproceso de revisión y análisis económico de los resultados presentados en el IPP para lassubclases que presentan variaciones iguales al cambio del precio de las monedasextranjeras con el peso colombiano y de las procedenci,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/27/2023,,,A convenir,Cédula de Ciudadanía,1032471164,Raúl Giovanny Urrego Hoyos,No,No,No,No,No,No,No,"30,000,000",0,0,"30,000,000",0,0,0,"30,000,000",Válido,No Definido,N/D,"30,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4354205&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Raúl Giovanny Urrego Hoyos,Colombiano,Cédula de Ciudadanía,1032471164,Hombre,"30,000,000",0,0,0,0,0,04/28/2023 12:00:00 AM,700474109,,,719159394,TEPRECIOS2023IPPCUAPrestación de servicios profesionales para participar en elproceso de revisión y análisis económico de los resultados presentados en el IPP para lassubclases que presentan variaciones iguales al cambio del precio de las monedasextranjeras con el peso colombiano y de las procedencias de importaciones yexportaciones
